time (UTC),air_pressure_at_mean_sea_level (Pa),air_temperature (K),sea_surface_wave_mean_period (s),sea_surface_wave_significant_height (m),sea_surface_wave_from_direction (degree),wind_from_direction (degree),wind_speed_of_gust (m s-1),wind_speed (m s-1),eastward_sea_water_velocity_1 (m s-1),northward_sea_water_velocity_1 (m s-1),sea_water_temperature_1 (K),eastward_sea_water_velocity_2 (m s-1),northward_sea_water_velocity_2 (m s-1),sea_water_temperature_2 (K),eastward_sea_water_velocity_3 (m s-1),northward_sea_water_velocity_3 (m s-1),sea_water_temperature_3 (K),eastward_sea_water_velocity_4 (m s-1),northward_sea_water_velocity_4 (m s-1),sea_water_temperature_4 (K),eastward_sea_water_velocity_5 (m s-1),northward_sea_water_velocity_5 (m s-1),sea_water_temperature_5 (K),eastward_sea_water_velocity_6 (m s-1),northward_sea_water_velocity_6 (m s-1),sea_water_temperature_6 (K),eastward_sea_water_velocity_7 (m s-1),northward_sea_water_velocity_7 (m s-1),sea_water_temperature_7 (K),eastward_sea_water_velocity_8 (m s-1),northward_sea_water_velocity_8 (m s-1),sea_water_temperature_8 (K),northward_sea_water_velocity (m s-1),sea_water_temperature_9 (K),platform
2022-08-16T22:00:00Z,101209.3,292.96,3.83,0.348,294.2,352.5,4.49,4.001,0.009676094,3.599987,291.53299,0.001021018,1.3,290.19312,7.33E-04,2.8,289.63294,-5.001055,-1.424585,288.61679,-1.880913,2.588854,288.17154,2.8,-1.22E-07,288.05975,8.175833,-0.6290956,287.67261,4.055026,3.715746,287.52853,NaN,287.08121,1
2022-08-16T22:20:00Z,101191.3,293.87,3.672,0.341,299,333.3,5.17,4.621,0.00976162,4.69999,291.47318,0.005033527,2.799996,290.09302,0.01935916,5.899968,289.7616,-4.519638,-2.36281,288.87805,2.596604,-4.155436,288.21768,4.015956,2.441739,288.04044,-0.2035737,-1.486122,287.76566,2.885154,0.2930634,287.70664,NaN,287.02521,1
2022-08-16T22:40:00Z,101184.3,294.55,3.672,0.341,299,351.5,5.51,4.673,0.005585053,4.999997,291.09839,0.02565626,5.999945,290.05869,0.007288488,2.899991,289.60281,-4.278739,-0.4270758,288.60739,-1.955218,-0.76624,288.41403,4.376692,0.4522869,288.13126,2.849404,-2.03246,287.87695,2.453882,-0.8593377,287.77496,NaN,287.02118,1
2022-08-16T23:00:00Z,101191.8,294.4,3.615,0.347,299.3,333,6.3,5.21,0.01290146,4.799982,291.15884,0.003448768,1.899997,289.96658,0.003138101,2.899998,289.57773,-3.550628,0.5941731,288.72107,0.947792,-0.5582922,288.16193,-3.557877,3.071077,288.06769,-2.79018,-0.2342971,287.85074,6.572837,-0.5981754,287.7135,NaN,286.97128,1
2022-08-16T23:20:00Z,101179.5,294.65,3.615,0.347,299.3,307,6.49,5.304,0.0015132,1.699999,291.53384,0.03193938,6.099916,290.13428,0.007958691,2.999989,289.62582,-4.770537,-1.118919,288.82846,1.489018,-1.180181,288.16644,2.629735,-0.6119584,288.04566,0.1966524,2.39193,287.87183,1.502402,0.7954806,287.78998,NaN,287.01138,1
2022-08-16T23:40:00Z,101192.1,294.31,3.551,0.342,309.4,323.3,6.69,5.676,0.008796454,4.199991,291.53342,0.007204709,2.399989,290.15237,0.01596974,4.999974,289.34702,-7.772393,-1.894704,288.78842,2.719657,1.686259,288.10404,0,0,288.03571,3.510391,2.305896,287.83832,0.02789911,0.09602937,287.72665,NaN,286.93756,1
2022-08-17T00:00:00Z,101199.3,293.7,3.562,0.342,313.4,310.9,6.91,6.136,0.00234223,1.099998,291.14789,9.25E-04,0.1999979,290.19119,0.006387904,6.099996,289.40289,-3.2,3.82E-08,288.67371,4.8,-2.10E-07,288.07727,5.089369,-0.3291146,288.06558,0.3881183,0.09676877,287.84671,3.66389,4.366453,287.74622,NaN,286.97073,1
2022-08-17T00:20:00Z,101203,293.17,3.476,0.345,329.7,303.7,6.29,5.505,0.005424481,3.699996,291.0423,0.03103861,3.899877,290.11877,0.06802978,6.099621,289.47977,-3.50E-07,-4,289.14111,3.510497,-3.273593,288.13614,3.650961,1.053796,288.11209,-1.026202,2.60517,287.92456,-0.8573224,1.350925,287.79096,NaN,287.15509,1
2022-08-17T00:40:00Z,101210.3,292.52,3.324,0.353,335,312.9,6.1,4.361,0.00185703,2.799999,290.91196,0.01928571,2.599929,289.90491,0.06287248,5.699653,289.42124,-0.6313208,-3.544211,289.20685,4.5,-1.97E-07,288.23117,2.518667,2.710408,288.09634,0.746069,-2.90575,287.90515,-1.378606,0.8120619,287.76639,NaN,287.16788,1
2022-08-17T01:00:00Z,101237.8,293.28,3.509,0.357,322.1,327.3,7.68,3.858,0.00348193,2.099997,290.58374,0.02369281,7.499963,290.0639,0.01028871,4.499988,289.5484,-0.3482012,-3.68358,289.34418,1.633492,-4.300198,288.2327,-2.369817,-2.296512,288.0871,-4.139579,-5.394802,287.91004,-0.8505909,1.586347,287.77783,NaN,287.28781,1
2022-08-17T01:20:00Z,101240.8,293,3.523,0.332,315.9,315.3,5.73,3.756,0.001926843,1.599999,290.83841,0.0191008,3.799952,290.04108,0.003113636,0.3999879,289.62146,-0.8672179,-2.767297,289.49808,-0.6010492,-0.6698804,289.42728,-1.05E-07,-1.2,288.8504,2.557447,-2.810598,288.04941,4.110955,1.830315,287.92181,NaN,287.71677,1
2022-08-17T01:40:00Z,101251.1,292.22,3.394,0.301,332.2,286.1,4.86,4.005,0.003848451,4.499998,290.77307,0.06034411,7.499758,290.19122,0.05762789,5.299686,289.73346,2.702525,-3.845303,289.57935,-0.7210537,-1.200034,289.50397,-6.12E-08,-0.7000001,288.49179,-0.8927049,0.1143581,288.0697,-4.993601,7.487587,287.94962,NaN,287.76938,1
2022-08-17T02:00:00Z,101242.2,291.87,3.718,0.285,346.7,290.8,5.2,4.344,0.004455825,6.899998,290.74832,0.02888336,6.699938,290.43216,0.0194865,3.499946,289.77518,0.7909534,-1.155159,289.63193,2.109788,-4.087639,289.58182,-1.99922,0.05584375,288.29868,-1.543222,0.7130681,288.08524,-3.228883,1.350673,287.90735,NaN,287.69797,1
2022-08-17T02:20:00Z,101242.4,291.71,3.806,0.268,334.7,312.8,5.07,3.822,0.01733458,5.199971,290.96521,0.02377655,5.69995,290.76605,0.04637628,5.199793,290.01181,-0.3453838,-5.990051,289.68173,2.558588,-5.316355,289.25913,1.290471,-2.818632,288.18305,-1.495752,3.164289,288.01068,-4.04744,8.261854,287.8129,NaN,287.53003,1
2022-08-17T02:40:00Z,101254.2,291.16,3.45,0.263,313.4,325.7,4.68,4.07,0.00844041,5.199994,291.04038,0.01583354,2.699954,290.70444,0.004886902,0.9999881,289.77976,-1.178179,-3.927072,289.64734,-3.62687,3.441774,288.21259,3.084672,0.307891,288.08524,3.252692,3.252691,287.79123,2.44669,5.368772,287.57233,NaN,287.34277,1
2022-08-17T03:00:00Z,101251.3,290.84,3.255,0.256,303.4,326.5,4.5,3.897,0.007833031,3.299991,290.93973,0.01214747,3.999982,290.68533,0.01554738,6.799982,289.81754,-1.154817,-1.107429,289.53092,-2.507203,-5.451049,288.16559,-2.902425,2.452739,287.9968,-1.188376,2.971155,287.76053,0.1414214,0.1414214,287.60916,NaN,287.29981,1
2022-08-17T03:20:00Z,101241.2,290.6,3.248,0.251,299.9,337.4,3.95,3.549,0.01006007,4.399989,290.75034,0.007487458,3.899993,290.51181,0.01005308,2.999983,289.75202,-2.951975,-8.290105,288.71204,-7.097567,-0.1858552,288.14523,-2.339599,2.033783,287.96243,2.146875,3.135431,287.73413,6.238472,1.428801,287.63007,NaN,287.32419,1
2022-08-17T03:40:00Z,101233.6,290.43,3.257,0.244,305.8,46.61,5.42,4.537,0.01265711,4.899984,290.6954,0.001881464,1.399999,290.46356,0.004708897,3.799997,289.6994,-3.694146,-5.103262,288.61331,2.438237,8.559498,288.14996,0.9025956,4.917858,287.98847,7.936918,1.002665,287.81799,4.650771,-0.6784746,287.70102,NaN,287.39743,1
2022-08-17T04:00:00Z,101231.5,290.42,3.528,0.227,301.7,29.71,5.4,4.48,0.01021017,3.899987,290.55838,0.008201295,3.699991,290.53568,0.003138102,6.199999,289.47928,-1.383891,0.2117657,288.42252,2.449874,2.357566,288.14084,5.533214,9.622554,287.9682,4.11063,8.896218,287.79306,3.650632,1.372182,287.71317,NaN,287.48163,1
2022-08-17T04:20:00Z,101216,290.2,3.582,0.214,174.6,181.1,4.32,3.843,0.004571016,2.699996,290.56445,0.007030184,5.299995,290.48908,0.009515531,5.799992,289.30951,-3.590806,-1.243428,288.25015,-0.1893894,0.5693256,288.17261,0.01396193,0.7998782,287.9715,-1.252072,1.685917,287.83371,-2.37219,0.789123,287.71668,NaN,287.42612,1
2022-08-17T04:40:00Z,101218.6,289.92,3.472,0.197,66.56,194.3,5.82,3.955,0.01123991,3.999984,290.49188,0.02081826,7.09997,290.11255,0.004708897,3.799997,288.9101,-4.693981,0.237786,288.25235,1.646448,5.977391,288.0546,-4.294107,-0.2250454,287.96863,-4.223836,-0.8057379,287.82581,3.554861,4.582899,287.70093,NaN,287.094,1
2022-08-17T05:00:00Z,101231.1,289.71,3.487,0.187,58.21,140.7,4.44,3.704,0.008524183,4.399992,290.48734,0.003145082,1.699997,290.10361,0.004593706,5.599998,288.64194,-4.866597,4.156469,288.25217,1.270537,4.316913,288.05316,-0.9032412,8.451873,287.98096,2.836556,-0.9767043,287.82172,2.525069,1.965713,287.70593,NaN,286.95392,1
2022-08-17T05:20:00Z,101231.6,289.61,3.615,0.185,40.66,164,5.26,4.81,0.01424536,5.299981,290.46414,0.006199406,3.199994,289.50488,0.001240929,0.8999991,288.43146,-0.9858901,1.85419,288.21582,0.9381517,-5.01297,287.97482,1.294161,-3.890392,287.96402,-5.243136,4.008682,287.73749,9.757351,-4.14175,287.02384,NaN,286.74866,1
2022-08-17T05:40:00Z,101223.6,289.55,3.615,0.185,40.66,196.3,4.54,3.712,0.01110028,3.999984,290.40704,0.009494579,3.399987,290.41925,0.001514946,1.399999,289.89539,-3.213937,3.830224,289.26062,5.681405,4.422854,288.46414,4.992776,-2.306987,288.29865,6.271519,1.275954,288.03092,3.558578,0.5445384,287.95181,NaN,287.74378,1
2022-08-17T06:00:00Z,101215.1,289.6,3.279,0.164,60.24,205.5,4.67,3.912,0.003078759,1.799997,290.40225,0.007763218,3.199991,290.39444,0.01085943,5.099988,290.01267,1.626346,1.626346,289.31683,-0.1471612,0.7863482,288.39777,-1.959264,1.709177,288.21051,4.151893,1.980351,287.92539,0,7,287.73682,NaN,286.92517,1
2022-08-17T06:20:00Z,101214.1,289.56,3.311,0.163,59.6,199.6,5.16,3.86,0.004825834,3.499997,290.36142,0.003371975,2.299998,290.37705,0.009948359,2.999984,290.05441,1.036992,1.218461,289.58453,2.215509,-1.15824,288.82022,-0.7353082,0.3151538,288.34259,0.9868346,3.148993,288.13843,3.971862,0.4736161,287.68323,NaN,286.85416,1
2022-08-17T06:40:00Z,101204.5,289.81,3.332,0.15,176.1,308.8,4.92,4.198,0.005864304,3.499995,290.37732,0.03938827,5.599862,290.32929,0.00508938,5.399998,290.1293,6.060789,-0.6905396,289.67169,-1.391219,-6.962364,289.04651,-2.788029,-0.2586367,288.41065,1.608978,1.500396,287.97028,1.480742,1.190547,287.70209,NaN,286.88437,1
2022-08-17T07:00:00Z,101202.3,290.06,3.238,0.136,333.1,326.3,4.89,4.094,0.0116169,5.199987,290.38605,0.009606236,1.599971,290.37122,0.01114215,2.799978,290.36011,-1.675782,-4.922576,289.87839,4.384062,-4.384062,289.50729,1.339071,2.572331,288.52853,4.040172,0.697859,288.23984,2.058375,3.775327,287.80393,NaN,286.95215,1
2022-08-17T07:20:00Z,101212.3,289.79,3.068,0.145,299.3,355.9,5.11,4.575,0.007850479,2.599988,290.35513,0.009065235,4.899992,290.35803,0.007833034,4.399993,290.37534,-3.09054,-4.056915,289.8205,1.761538,-2.671514,289.45151,3.081573,5.723102,288.54724,4.535069,4.931851,288.16388,6.185364,1.997818,287.81259,NaN,286.98328,1
2022-08-17T07:40:00Z,101221.1,289.53,3.025,0.144,178.4,215.7,4.4,3.865,0.003532545,2.299997,290.33389,0.006087705,3.199995,290.332,0.00106116,3.2,290.34299,-1.14E-07,-1.3,289.81427,6.839319,1.491213,288.90942,-1.48522,-9.484415,288.491,3.26203,0.4991602,287.98804,2.393858,-0.1715939,287.73438,NaN,286.92496,1
2022-08-17T08:00:00Z,101226.5,289.27,3.045,0.142,161.9,331.7,4.41,4.096,0.007770196,2.799989,290.34497,0,0,290.3266,0.01189616,7.09999,290.25873,-1.084941,-7.623182,289.43369,0,9.700001,288.5632,3.419898,5.051168,288.29834,0.1883018,2.392601,287.91696,2.563767,3.452115,287.59479,NaN,286.77557,1
2022-08-17T08:20:00Z,101239.6,289.24,3.166,0.144,170.9,169,4.9,4.301,0.006583374,2.29999,290.28867,0.01232551,6.599989,290.30032,0.006408847,5.099996,289.85565,-2.304129,1.204571,289.08774,2.104747,6.044009,288.51389,5.364925,-2.686555,288.01154,2.741538,2.333232,287.64737,1.959906,4.708372,287.07306,NaN,286.86798,1
2022-08-17T08:40:00Z,101237.9,289.21,3.012,0.141,149.2,348.1,5.76,4.632,0.005178387,2.299994,290.28079,0.03644235,7.999917,290.28626,8.90E-04,1.5,289.9343,-1.184726,-4.548233,289.07156,-6.157137,7.234616,288.53781,-1.002816,3.768867,288.01282,0.7623877,5.951366,287.80151,5.062325,8.038835,287.46359,NaN,287.02362,1
2022-08-17T09:00:00Z,101246.7,289.47,2.962,0.128,305,342.5,4.71,4.419,0.01054178,3.999986,290.25629,0.01014036,6.999992,290.22531,7.09E-04,1.4,290.16879,-4.11384,-4.902685,289.7569,-1.542628,-3.581941,288.64502,2.718738,4.076575,288.2442,4.940371,6.035954,287.89783,4.833494,2.624373,287.69568,NaN,287.11496,1
2022-08-17T09:20:00Z,101228.7,289.9,2.801,0.13,292.1,349.3,5.08,4.703,0.005735149,3.099995,290.22751,0.02672444,8.699959,290.15933,0.006071999,4.899996,289.8941,-5.950761,-1.341062,289.18442,0.8352078,4.218107,288.53537,4.375947,6.816238,287.98743,3.824397,0.7641904,287.68308,1.803819,5.827198,287.30057,NaN,287.27512,1
2022-08-17T09:40:00Z,101227.9,289.79,2.716,0.136,294.1,341.8,4.53,4.119,0.004712386,2.499995,290.21017,0.004178318,6.299999,290.21088,0.01319468,6.299986,290.10864,-1.361318,-0.3268236,289.48496,3.670825,0.4637325,288.63303,4.065976,3.399683,288.0076,8.712208,1.23993,287.66055,3.199022,1.651138,287.4307,NaN,287.4256,1
2022-08-17T10:00:00Z,101233,289.7,2.716,0.136,294.1,22.99,5.19,4.772,0.005864301,2.399993,290.21088,0.001780236,1.499999,290.17465,0.002001893,3.099999,290.09732,-3.796667,0.159127,290.01959,-6.68527,0.444034,289.75897,6.19694,0.1947465,289.08142,3.004803,1.590961,287.84042,5.735015,4.353114,287.55188,NaN,287.52484,1
2022-08-17T10:20:00Z,101252.9,289.27,2.716,0.136,294.1,147.4,5.57,5.021,0.005309284,1.799992,290.17401,0.005571086,2.399993,290.1962,0.002155481,1.899999,290.2262,-4.635542,-0.7757238,290.03397,1.42278,-2.294711,289.797,7.6052,1.204546,288.85303,3.59921,0.0753923,288.00217,2.057248,2.831559,287.70639,NaN,287.58991,1
2022-08-17T10:40:00Z,101261.1,288.89,3.109,0.134,289.5,346.3,5.04,3.391,0.005131266,2.999995,290.39676,0.003211404,1.999997,290.36539,0.008293802,5.399994,290.27502,-2.150001,-3.723909,290.23242,-9.605927,-2.395027,290.05341,13.3094,4.949724,289.40054,-0.8275442,7.152284,288.10364,2.875475,8.211068,287.93237,NaN,287.64475,1
2022-08-17T11:00:00Z,101265.8,289.13,3.05,0.136,292.6,341.9,4.59,3.749,0.01007927,5.49999,290.98541,0.00640885,10.8,291.01679,0.008545128,4.799992,290.47391,-2.409242,-2.53881,290.29291,-5.340686,-0.7981714,290.20084,-0.3830242,6.087963,289.03372,3.969204,2.873224,288.17557,1.865067,2.961676,287.91635,NaN,287.71854,1
2022-08-17T11:20:00Z,101274.3,290.42,2.976,0.139,295.4,347.5,4.38,3.975,0.02054425,7.899974,291.15039,0.007766713,4.999994,291.14957,0.0151494,3.099963,290.76685,-3.07411,-4.439578,290.24594,-6.438126,-4.03863,290.09079,-6.192054,4.05197,288.97049,2.057248,2.831559,288.08762,3.334649,6.040705,287.98438,NaN,287.80457,1
2022-08-17T11:40:00Z,101290.4,290.67,2.853,0.141,292,352.2,4.46,3.923,0.01857029,7.999978,291.17481,0.002890265,4.6,291.08633,0.003406883,6.099999,290.78781,-3.629473,-4.264614,290.22293,-0.8856014,4.513946,289.83936,2.462734,4.003116,288.97037,4.065976,3.399683,288.44998,1.385742,4.070592,288.07858,NaN,288.03885,1
2022-08-17T12:00:00Z,101285.9,292.21,2.684,0.146,289.6,348.8,4.4,3.721,0.02521643,5.599944,291.12842,0.006031857,5.399997,290.99179,0.00172613,2.299999,290.46408,-8.066501,-3.259075,290.06177,1.270922,8.60667,289.14707,0,6.9,288.94489,6.908198,6.3747,288.12247,3.887278,2.641792,288.01746,NaN,287.98581,1
2022-08-17T12:20:00Z,101286.7,293.01,2.859,0.152,288.6,354.7,5.37,4.803,0.0157987,6.19998,291.06201,0.02712937,11.59997,290.98383,8.29E-04,1.9,290.6936,-10.28277,-5.149231,290.16925,-4.971988,4.186805,289.67023,3.889088,3.889087,289.09488,3.393659,-0.2075652,288.19464,5.020458,1.354623,288.10205,NaN,287.97019,1
2022-08-17T12:40:00Z,101288.4,293.69,2.935,0.158,287.9,336.1,4.17,3.871,0.01422092,4.199976,291.30405,0.01156106,6.89999,291.02213,0.01618268,7.599982,290.36917,-7.546538,-0.8998664,289.90341,-3.728781,5.44575,289.27069,8.136099,2.088995,288.65588,1.818907,0.5491605,288.24564,7.932762,2.762479,288.18646,NaN,288.163,1
2022-08-17T13:00:00Z,101290.8,293.18,2.878,0.147,289.9,324.5,5.13,4.565,0.004262084,1.099992,291.22916,0.01173908,5.699988,290.83334,0.001780236,1.499999,290.22986,-6.010409,6.010406,289.76068,-8.130645,4.304952,288.88635,2.048498,4.779503,288.509,5.408593,-1.7992,288.26706,8.474948,-0.6521113,288.20163,NaN,288.18509,1
2022-08-17T13:20:00Z,101286.5,293.53,2.763,0.138,295.4,330.1,5.06,4.439,0.007660243,3.299991,291.35828,0.009714495,4.59999,290.7821,0.006691592,7.099997,290.24359,-3.346445,2.700242,289.88461,-0.5130305,1.409539,289.57205,1.99463,1.667769,288.6055,3.806792,-1.522609,288.37662,7.03763,-0.9390206,288.24082,NaN,288.17481,1
2022-08-17T13:40:00Z,101275.9,293.35,2.661,0.137,161.6,279.9,6.42,5.818,0.003141592,2.399998,291.38431,0.05716622,10.29984,290.75256,0.04576226,7.599862,290.21112,-1.742994,5.005195,289.87479,1.98581,1.160414,289.58261,1.995603,0.1325476,288.56976,1.381568,6.55601,288.22897,4.531503,0.7908739,288.18582,NaN,288.15207,1
2022-08-17T14:00:00Z,101271.1,293.49,2.661,0.137,161.6,240.4,5.22,4.856,0.0103847,4.99999,291.43704,0.02080605,9.099975,290.70697,0.006010913,4.199996,290.24182,1.097299,5.491442,289.91617,2.158032,1.450137,289.40515,7.160846,4.579551,288.80658,4.400335,2.155701,288.2854,-0.3240598,0.3807692,288.10831,NaN,288.11133,1
2022-08-17T14:20:00Z,101259.5,295.48,2.913,0.122,49.01,231.8,5.52,4.986,0.01340412,6.399986,291.53961,0.03476685,7.999925,290.60013,0.0202807,6.999971,290.11942,0.8775705,7.045557,289.93451,4.340769,3.694284,289.22565,2.659922,0.8745375,288.68283,-0.4156252,1.018458,288.52026,1.528446,0.4731327,288.10605,NaN,288.06296,1
2022-08-17T14:40:00Z,101245.7,295.01,2.846,0.118,43.88,252.2,5.64,5.237,0.005703736,7.599998,291.63815,0.01134464,12.5,290.52325,0.003874631,5.999998,290.12393,1.906126,5.265614,289.75217,6.724654,2.840604,289.30121,2.355397,3.951216,288.6944,2.245069,1.099848,288.16333,2.584299,0.2853095,288.03629,NaN,287.9884,1
2022-08-17T15:00:00Z,101250,294.39,2.665,0.118,31.57,264.5,6.08,5.359,0.01276882,5.899986,291.15189,0.009285149,6.999994,290.48535,0.03422221,5.699898,290.28922,0.6732873,1.989141,289.81476,3.733803,1.693728,289.49155,2.064063,3.190555,288.97904,4.257102,0.6058749,288.47073,-5.14047,5.323116,288.10626,NaN,288.08621,1
2022-08-17T15:20:00Z,101259.3,294.17,2.642,0.117,17.72,268.2,6.7,6.057,0.001033235,7.4,291.30438,0.02215169,7.599968,290.56595,0.0067806,3.499994,290.40479,1.988684,1.514971,290.07986,1.705204,2.707818,289.84317,1.597478,0.5814341,289.64249,4.14843,1.987594,289.0575,0.8775705,7.045557,288.47354,NaN,288.06934,1
2022-08-17T15:40:00Z,101259.4,294.1,2.592,0.107,8.12,283.3,7.01,6.397,0.01130973,5.999989,291.60407,0.01224871,5.799987,290.68872,0.006311106,3.199994,290.45233,2.058171,2.318174,290.18176,2.998173,-0.1046984,289.81503,2.229447,2.433015,289.70191,2.837513,1.684791,289.18085,2.164995,2.490542,288.64017,NaN,288.12482,1
2022-08-17T16:00:00Z,101262,294.16,2.47,0.103,129.1,284.5,7.210001,6.579,0.004843288,3.699997,292.10449,0.00716283,11.4,291.64047,0.04794056,10.8999,290.71893,3.072048,0.4153567,290.29721,6.441705,2.472739,289.90183,1.828166,1.22385,289.80548,3.757244,-5.426151,288.92795,4.803362,6.397477,288.70941,NaN,288.48847,1
2022-08-17T16:20:00Z,101244.4,294.11,2.201,0.109,353,293.2,8.04,7.113,0.004495966,2.799996,291.8027,0.001542871,1.699999,291.42419,0.02104855,3.599938,290.56317,2.876459,0.8520457,290.0607,2.507451,-5.007264,289.8551,-8.394682,-2.956235,289.78116,-3.681595,7.102524,289.18823,0.4266927,4.780997,288.55173,NaN,288.28287,1
2022-08-17T16:40:00Z,101223.7,293.87,1.484,0.15,204.5,292.3,9.139999,8.189999,0.009606279,3.199986,291.78287,0.005003858,4.699997,291.52863,0.005249949,3.199996,290.58798,0.8995558,0.02826965,290.06143,5.123126,2.498716,289.93176,-3.453724,-8.634918,289.87323,7.158517,8.351985,289.26447,0.1396193,7.998782,288.711,NaN,288.49551,1
2022-08-17T17:00:00Z,101192.2,293.69,1.606,0.193,80.20001,293.8,8.929999,7.901001,0.003108428,1.299996,291.47391,0.006021384,4.999996,291.3519,0.008901175,4.999992,291.07773,0.6973477,-3.020547,290.23819,4.326162,2.885191,289.9855,-6.052202,-4.429542,289.87817,10.57791,0.6840411,288.86612,2.352539,6.91054,288.78854,NaN,288.59049,1
2022-08-17T17:20:00Z,101208.5,293.63,1.996,0.226,353.5,303.3,8.559999,7.555,0.01598543,4.29997,291.58893,0.01998397,4.99996,291.36642,0.02440652,3.799922,290.93048,1.083828,-5.187997,290.16058,5.160054,7.737174,290.05139,-8.841096,2.15523,289.95255,-8.319922,5.178698,289.04462,0.1027498,1.89722,288.81806,NaN,288.63809,1
2022-08-17T17:40:00Z,101207.2,293.64,2.21,0.239,340.9,303.6,9.26,7.999001,0.01517037,4.099972,291.39505,0.002921681,3.099999,291.20371,0.02596685,4.299922,290.79642,2.354684,-3.477853,290.19727,-2.946664,-7.113871,290.0318,-1.574618,7.537279,289.92786,-3.868456,2.841663,289.18085,0.08900163,3.398835,288.82764,NaN,288.67185,1
2022-08-17T18:00:00Z,101182.2,293.67,2.18,0.255,347,299.1,9.29,8.189999,0.01139349,3.399981,291.45767,0.02481855,7.899962,291.41776,0.007867943,9.199997,291.37753,1.226576,-5.975409,290.58655,11.93389,5.641124,290.18997,-7.563728,-0.7416322,290.02484,-2.740793,5.111561,289.59888,-1.490445,4.139876,288.97788,NaN,288.81616,1
2022-08-17T18:20:00Z,101154.2,293.71,2.263,0.275,348.6,299.5,9.469999,8.29,0.01427328,4.699978,291.57575,0.01019621,4.599989,291.50549,0.004021238,3.599998,291.46753,-0.7184186,-3.015605,290.94974,9.742678,-1.058394,290.18851,-7.067715,1.373824,290.05383,3.997212,6.108379,289.67041,0.4474103,1.0049,289.27051,NaN,288.81571,1
2022-08-17T18:40:00Z,101134.8,293.72,2.341,0.296,342.2,306.1,10.22,9.03,0.02205745,8.899973,291.56857,0.004077085,1.599995,291.5441,0.05275418,12.69989,291.44345,-1.045065,-2.380723,291.13516,5.619108,-2.620234,290.37222,-5.084702,7.426022,290.1727,-1.938741,0.8070202,289.90338,1.808552,1.577701,289.51285,NaN,289.02387,1
2022-08-17T19:00:00Z,101128.1,293.69,2.419,0.314,334.7,307.8,9.469999,8.479999,0.01796989,7.199978,291.64505,0.03229547,7.199927,291.60855,0.03549297,12.39995,291.42075,-1.487207,-3.387951,290.91513,9.560893,5.234435,290.32379,-5.367414,9.486878,290.24292,0,3.6,289.79413,0.4673114,3.367732,289.14606,NaN,288.95212,1
2022-08-17T19:20:00Z,101159.7,293.46,2.385,0.315,331.3,310.3,9.349999,8.09,0.01508487,6.699983,291.5014,0.02108005,6.099964,291.47931,0.01363102,7.099987,291.46814,-3.027088,-5.864873,291.39615,6.30485,-2.547326,290.87466,2.099095,8.545982,290.34311,1.221352,7.298514,289.91153,4.549725,6.822024,289.87488,NaN,289.06088,1
2022-08-17T19:40:00Z,101168.7,293.16,2.445,0.302,322.3,313.4,7.35,6.709,0.006984806,6.899996,291.4064,0.0181444,4.599964,291.37231,0.03156227,4.399887,291.36392,-4.137127,-7.079843,291.1777,5.62371,-5.967737,290.84439,-6.732042,12.50279,290.40408,5.61807,6.109606,290.04105,2.262568,4.346353,289.89819,NaN,289.08072,1
2022-08-17T20:00:00Z,101155.1,292.9,2.582,0.29,307.1,335.1,6.62,5.879,0.007721335,5.599995,291.31409,0.008042418,1.199973,291.2966,0.03108419,6.499925,291.30273,-4.793362,-6.026084,291.17987,8.7,-3.80E-07,290.97134,-0.8659012,6.24021,290.67667,0.6961969,4.445819,290.16373,4.634872,5.111552,289.82514,NaN,289.18295,1
2022-08-17T20:20:00Z,101147,293.21,2.694,0.282,297.9,325.9,6.8,5.589,0.01372875,5.699983,291.26843,0.002644162,0.499993,291.24616,0.04676734,5.799811,291.27432,-8.161834,-3.548867,291.19901,8.980256,-8.980256,291.12231,3.186846,3.589431,290.86255,1.691404,0.8655351,290.2084,1.323142,2.46765,289.66654,NaN,289.21695,1
2022-08-17T20:40:00Z,101123.1,293.72,2.598,0.268,166.9,238.5,6.05,5.192,0.004057886,1.499995,291.31384,0.01237263,5.099985,291.28943,0.002789035,1.699998,291.29504,-9.536869,6.603644,291.21225,-0.536685,4.568585,291.12283,6.654244,0.7816936,290.97437,5.822385,2.130689,290.16718,1.385717,0.984778,289.68256,NaN,289.21051,1
2022-08-17T21:00:00Z,101085.4,293.68,2.523,0.254,24.08,243.3,5.59,5.087,0.007237874,2.899991,291.38541,0.01173559,8.199992,291.30914,0.01036725,4.499988,291.32974,-3.296244,5.485871,291.25299,-3.308769,5.594823,291.16281,3.952282,1.69395,291.03317,1.493343,0.1411625,290.2045,1.592082,1.369407,289.60196,NaN,289.25894,1
